matrixId,caseId,surface,category,tier,locale,expectedOutcome,mustFailClosedOnMissingEvidence,requiresHumanReview,minSourceFamilies,status,matrixFingerprint
shield-046-reth-node-operator-concentration::basic::de,shield-046-reth-node-operator-concentration,shield,node_operator_concentration,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,1b101e7d26c556eafd91d9dea6fb6709531ed0b16e87dc7a2a7d1857c189b1e8
shield-046-reth-node-operator-concentration::pro::pl,shield-046-reth-node-operator-concentration,shield,node_operator_concentration,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,717059c8d2ccd044612b4a4e267aa55b18848f250ee4437358a70dbb4e771a00
shield-046-reth-node-operator-concentration::pro::en,shield-046-reth-node-operator-concentration,shield,node_operator_concentration,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,5fdb66a036eb7599efa7d2f675c3d1184ddb5eeccff78756bc1715a7261760b0
shield-046-reth-node-operator-concentration::pro::de,shield-046-reth-node-operator-concentration,shield,node_operator_concentration,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,a37f00ed45c1b53c2cf6096d4c3001a750168d1ae6463e29cd452346fb012ee9
shield-046-reth-node-operator-concentration::advanced::pl,shield-046-reth-node-operator-concentration,shield,node_operator_concentration,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,cc68923853fd45bc52774e3b603b8abf249b45312f3af8f5a1b58aef23f7c57b
shield-046-reth-node-operator-concentration::advanced::en,shield-046-reth-node-operator-concentration,shield,node_operator_concentration,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,2b8b6000b93fff11a3a265f89f61cac9dd0a02e5abbdecfd9663ea98d0e1197c
shield-046-reth-node-operator-concentration::advanced::de,shield-046-reth-node-operator-concentration,shield,node_operator_concentration,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,caf2cde00b7a34087fc71bef4ae8d21b879853ea2f974b93aace8765de211823
shield-047-wbtc-custodian-change::basic::pl,shield-047-wbtc-custodian-change,shield,custodian_change,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,adab73128f327107c084019580288003079b13f8c9a4e487b91396b5843a0e2c
shield-047-wbtc-custodian-change::basic::en,shield-047-wbtc-custodian-change,shield,custodian_change,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,49a533dca464a294c34af71b770feb00e93fa36074800ffba0a9f92c4b2c1c55
shield-047-wbtc-custodian-change::basic::de,shield-047-wbtc-custodian-change,shield,custodian_change,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,afe7b6f4ae932fb9651414974c927aa1f46645536386236e40d58db07613f109
shield-047-wbtc-custodian-change::pro::pl,shield-047-wbtc-custodian-change,shield,custodian_change,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,5285ffa3730d54b8bad3cb0830a32edeb880d0ce1a8c8606dd4f966a117abcef
shield-047-wbtc-custodian-change::pro::en,shield-047-wbtc-custodian-change,shield,custodian_change,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,caa72b79fb0aed2f3fa3e62ab89186af2dcc1e6efbe1458e6c7891b025904e9f
shield-047-wbtc-custodian-change::pro::de,shield-047-wbtc-custodian-change,shield,custodian_change,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,06f3fa69b3805cfedf2b53b5832efcab17addc66cc14bcf111bceb2238595517
shield-047-wbtc-custodian-change::advanced::pl,shield-047-wbtc-custodian-change,shield,custodian_change,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,e36c589aed28df145312d642f86f32c351976e55f7298f58c8ad58bda131defc
shield-047-wbtc-custodian-change::advanced::en,shield-047-wbtc-custodian-change,shield,custodian_change,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,5d9643b1ccdd9f540d3b1fdc74e92c52e9dbe89296d4ab25691d33c2f7af64f8
shield-047-wbtc-custodian-change::advanced::de,shield-047-wbtc-custodian-change,shield,custodian_change,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,431d1b25c176bf23e93346ee9c6676a79c2132a9d1c920c32bba8623fb42bda4
shield-048-pyusd-issuer-disclosure-gap::basic::pl,shield-048-pyusd-issuer-disclosure-gap,shield,issuer_disclosure_gap,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,3255004a11dd64d9c6ced64bb3ea553b7bcf204cf25b2e9f75340c0b7b979db3
shield-048-pyusd-issuer-disclosure-gap::basic::en,shield-048-pyusd-issuer-disclosure-gap,shield,issuer_disclosure_gap,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,ae63d2bee8b31fd27c2c7721423e3795a5fb4da7571a468db28076927161acb7
shield-048-pyusd-issuer-disclosure-gap::basic::de,shield-048-pyusd-issuer-disclosure-gap,shield,issuer_disclosure_gap,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,2b08035e0c35427e5c37f845f657e61c062cc6477c308f9066d5ed318d372b39
shield-048-pyusd-issuer-disclosure-gap::pro::pl,shield-048-pyusd-issuer-disclosure-gap,shield,issuer_disclosure_gap,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,d87f250a8c49eab9ce011954620ffb20a184fbc6c33431659fb7049e6382e8e3
shield-048-pyusd-issuer-disclosure-gap::pro::en,shield-048-pyusd-issuer-disclosure-gap,shield,issuer_disclosure_gap,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,6538fb03638f93fbe888a42168fd4f8d92aa2269ff8487a2c666f437e41c8fb4
shield-048-pyusd-issuer-disclosure-gap::pro::de,shield-048-pyusd-issuer-disclosure-gap,shield,issuer_disclosure_gap,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,7846287dfcac665634f31b5954c97573541728a7d6ab59e97a2c3d1f538a9415
shield-048-pyusd-issuer-disclosure-gap::advanced::pl,shield-048-pyusd-issuer-disclosure-gap,shield,issuer_disclosure_gap,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,10e62036ae378f539ddc977656818b79eb1ad11053e986ac0f177c4efce3b068
shield-048-pyusd-issuer-disclosure-gap::advanced::en,shield-048-pyusd-issuer-disclosure-gap,shield,issuer_disclosure_gap,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,e174edf367ef23a6ede43e55d39ede1973cae7735aee300c3421e40204f335e2
shield-048-pyusd-issuer-disclosure-gap::advanced::de,shield-048-pyusd-issuer-disclosure-gap,shield,issuer_disclosure_gap,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,46b0b6e87371ed2d721b1599bbfd9cec569b97829e47444c9df308eac05e698d
shield-049-fdusd-reserve-attestation-stale::basic::pl,shield-049-fdusd-reserve-attestation-stale,shield,reserve_attestation_stale,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,7b85d55b1d25ca483b4ed193d54ee6a054c87edc1eeabe817845238d157c2ebd
shield-049-fdusd-reserve-attestation-stale::basic::en,shield-049-fdusd-reserve-attestation-stale,shield,reserve_attestation_stale,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,0fd4fc8d6963df28691d8a3133cefc8eafce82eace4cd5fc26f26568b5adf959
shield-049-fdusd-reserve-attestation-stale::basic::de,shield-049-fdusd-reserve-attestation-stale,shield,reserve_attestation_stale,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,63bdc2422a67701792aa130df4ced881e845f941bfec4e93e15b008b71599949
shield-049-fdusd-reserve-attestation-stale::pro::pl,shield-049-fdusd-reserve-attestation-stale,shield,reserve_attestation_stale,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,73f6c0c349afcf828159819fac15919fe3fed53d3723899a1b4fc5bb60246072
shield-049-fdusd-reserve-attestation-stale::pro::en,shield-049-fdusd-reserve-attestation-stale,shield,reserve_attestation_stale,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,07c887fb7e655dc2b03787b5393d6f7a7adbe99a75a12380e5c6bcf0dc091934
shield-049-fdusd-reserve-attestation-stale::pro::de,shield-049-fdusd-reserve-attestation-stale,shield,reserve_attestation_stale,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,91f95f172e372714bacc21e73bc85b5bc641cbb8ee654b33580cece6026f4be8
shield-049-fdusd-reserve-attestation-stale::advanced::pl,shield-049-fdusd-reserve-attestation-stale,shield,reserve_attestation_stale,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,3f27ea88757c88b0a8d940fb565ccba90f3333b4f7038f10d2f07b34e6e2b368
shield-049-fdusd-reserve-attestation-stale::advanced::en,shield-049-fdusd-reserve-attestation-stale,shield,reserve_attestation_stale,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,a1606a030544614d5b5265c2730c8a577f06e8388e06c72e666e80791a338a55
shield-049-fdusd-reserve-attestation-stale::advanced::de,shield-049-fdusd-reserve-attestation-stale,shield,reserve_attestation_stale,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,57de30bd12346a053ff94461ba14c2dde2ca0beb1f8bb0573edcc33adafdd673
shield-050-newcoin-unknown-asset-no-sources::basic::pl,shield-050-newcoin-unknown-asset-no-sources,shield,unknown_asset_no_sources,basic,pl,refuse_numeric_verdict,True,False,1,NOT_EXECUTED,28880e08b666e3edbd47793b3f17b8437046952445cb13b4fb09291604cf1ee5
shield-050-newcoin-unknown-asset-no-sources::basic::en,shield-050-newcoin-unknown-asset-no-sources,shield,unknown_asset_no_sources,basic,en,refuse_numeric_verdict,True,False,1,NOT_EXECUTED,b3d0f7607c02d209c5f6eb76a636559b6317490b9710ef05f58d66deced74e44
shield-050-newcoin-unknown-asset-no-sources::basic::de,shield-050-newcoin-unknown-asset-no-sources,shield,unknown_asset_no_sources,basic,de,refuse_numeric_verdict,True,False,1,NOT_EXECUTED,dc2d53fd8233bbf278d13b3dccf09c2bd40a6abfb53839c9d45d8aa86bb1e041
shield-050-newcoin-unknown-asset-no-sources::pro::pl,shield-050-newcoin-unknown-asset-no-sources,shield,unknown_asset_no_sources,pro,pl,blocked_without_evidence,True,False,2,NOT_EXECUTED,83d4a6c67ab0032dbc2483ff52a52b9d1a20f15c8992dba435e632ab71c8657b
shield-050-newcoin-unknown-asset-no-sources::pro::en,shield-050-newcoin-unknown-asset-no-sources,shield,unknown_asset_no_sources,pro,en,blocked_without_evidence,True,False,2,NOT_EXECUTED,9c4c72b156321b2a77396712225c728a4ff0c31ce0eb8d183a3242873018d50a
shield-050-newcoin-unknown-asset-no-sources::pro::de,shield-050-newcoin-unknown-asset-no-sources,shield,unknown_asset_no_sources,pro,de,blocked_without_evidence,True,False,2,NOT_EXECUTED,b18aeae8cb16cd0627fbcc03d00bced477c6e27971783aed5122a86771f3535c
shield-050-newcoin-unknown-asset-no-sources::advanced::pl,shield-050-newcoin-unknown-asset-no-sources,shield,unknown_asset_no_sources,advanced,pl,blocked_without_evidence,True,False,2,NOT_EXECUTED,3791c67bc626c58abda1eca1c2c861d7078b3c733a2b31fd4bee36a56cf52d38
shield-050-newcoin-unknown-asset-no-sources::advanced::en,shield-050-newcoin-unknown-asset-no-sources,shield,unknown_asset_no_sources,advanced,en,blocked_without_evidence,True,False,2,NOT_EXECUTED,5d399d94d3f2fa2cf1c22ea7d10bfcf1724c1cf39611d9db3411a34f05655d19
shield-050-newcoin-unknown-asset-no-sources::advanced::de,shield-050-newcoin-unknown-asset-no-sources,shield,unknown_asset_no_sources,advanced,de,blocked_without_evidence,True,False,2,NOT_EXECUTED,da931813ed9b12fc1bdc26d4b152b1cf68433234dcee974b25382e97c81e66c2
real_markets-001-01-earnings-gap::basic::pl,real_markets-001-01-earnings-gap,real_markets,earnings_gap,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,0cec6f7a34dab22f1b4261f3a223b18a5e2998dcca4b91ad6eaed583fee6af5f
real_markets-001-01-earnings-gap::basic::en,real_markets-001-01-earnings-gap,real_markets,earnings_gap,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,9e3a6fb9df5ed82f7a84a9b71f6b4c2a1a70f4a1023e5ade5017caa1de5afc0c
real_markets-001-01-earnings-gap::basic::de,real_markets-001-01-earnings-gap,real_markets,earnings_gap,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,eef4d960f4d530cdd6b69a928408cd646dfb80ee4d9061e91bb63fe00467ab82
real_markets-001-01-earnings-gap::pro::pl,real_markets-001-01-earnings-gap,real_markets,earnings_gap,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,9ebf026b82bb59140bff6c6aa182f96a13705632453a87b4f4a1eedf4156df82
real_markets-001-01-earnings-gap::pro::en,real_markets-001-01-earnings-gap,real_markets,earnings_gap,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,cbda39e72883702d6d0d60809598abd3e4579ce18d5ab6f9c674e87236f62659
real_markets-001-01-earnings-gap::pro::de,real_markets-001-01-earnings-gap,real_markets,earnings_gap,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,07a31795e725709b83ffb4304b232c8ffd7198ea0c13abd13305ffc93279b63c
real_markets-001-01-earnings-gap::advanced::pl,real_markets-001-01-earnings-gap,real_markets,earnings_gap,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,e4ea0a190836a54d01c442ef7d38562fcf1e3866299fd9af417810eef7a9d68d
real_markets-001-01-earnings-gap::advanced::en,real_markets-001-01-earnings-gap,real_markets,earnings_gap,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,c94f021d87ebc8ec8dc949b4817e944c1704722c24fe7c9760907e42a9b17abe
real_markets-001-01-earnings-gap::advanced::de,real_markets-001-01-earnings-gap,real_markets,earnings_gap,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,e420497c84776b243ae80b1925be7ad13ed154e7cdadf6611dcf5b6008b3a489
real_markets-002-02-volatility-spike::basic::pl,real_markets-002-02-volatility-spike,real_markets,volatility_spike,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,632908c1ba6263bd80db55b0415e3c196b74d2c161ab0e617431f207662d7b72
real_markets-002-02-volatility-spike::basic::en,real_markets-002-02-volatility-spike,real_markets,volatility_spike,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,b8ef90b73d2e7e839ba3cf9a2b518570e4846ac81e692b795c1620d2c2d60f6e
real_markets-002-02-volatility-spike::basic::de,real_markets-002-02-volatility-spike,real_markets,volatility_spike,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,43ed9ccab84593b1fa9ca4bb8d9ca2bf7b8f1667d6604a80fae92ced27d7561e
real_markets-002-02-volatility-spike::pro::pl,real_markets-002-02-volatility-spike,real_markets,volatility_spike,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,7e245ecf43e080fc5a1c3fc40fa10d9242fccb08a3642385893ae88d065ce4c4
real_markets-002-02-volatility-spike::pro::en,real_markets-002-02-volatility-spike,real_markets,volatility_spike,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,1eb56e62275c72d9dd41a131fc020e707fed0bdcb63fc1f4981620e1db10fc28
real_markets-002-02-volatility-spike::pro::de,real_markets-002-02-volatility-spike,real_markets,volatility_spike,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,7da174de56f899e8a946d9c5e93ea62cb10cc177f852388c62571ac610277fc5
real_markets-002-02-volatility-spike::advanced::pl,real_markets-002-02-volatility-spike,real_markets,volatility_spike,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,4c07f147abfced7961de14fe93d0466f42c973eb6189f9f634814c94a31f6696
real_markets-002-02-volatility-spike::advanced::en,real_markets-002-02-volatility-spike,real_markets,volatility_spike,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,3eb4ba9d30cb6fff870ba9e1d19bfedc5138180e0164a7c10c2eb461155c18d4
real_markets-002-02-volatility-spike::advanced::de,real_markets-002-02-volatility-spike,real_markets,volatility_spike,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,371858330a3dfc1975f61fc62fe0c10034a7b068f73149a034012d8eaf8b3e84
real_markets-003-03-provider-divergence::basic::pl,real_markets-003-03-provider-divergence,real_markets,provider_divergence,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,82acfbd49f3dd78075adfefaf43a10c13e9a3a489e463204a464536dcd4e0b37
real_markets-003-03-provider-divergence::basic::en,real_markets-003-03-provider-divergence,real_markets,provider_divergence,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,b90bb1f3387db77f3c2cbcc2a84977343d698d65692513e1ec60ceda915ade73
real_markets-003-03-provider-divergence::basic::de,real_markets-003-03-provider-divergence,real_markets,provider_divergence,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,5f4670d88cbea6c9cb166bf08e910b933cbeefef3344c1f886adb87167915601
real_markets-003-03-provider-divergence::pro::pl,real_markets-003-03-provider-divergence,real_markets,provider_divergence,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,848b0a472730bed5ed02b436add2884d3af3512bb29b49caff1d0607f9a4ed61
real_markets-003-03-provider-divergence::pro::en,real_markets-003-03-provider-divergence,real_markets,provider_divergence,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,f724ebf714c3f3789132a3921d9019da28920ca9ea734864da6c46bfccc40aa6
real_markets-003-03-provider-divergence::pro::de,real_markets-003-03-provider-divergence,real_markets,provider_divergence,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,1d3d435ccaff9090f3c781039b0e4624d3765df9d9975688c75d3a5860a73473
real_markets-003-03-provider-divergence::advanced::pl,real_markets-003-03-provider-divergence,real_markets,provider_divergence,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,0faffbb40758445b3bbd3ea3e53a3134a346246c3309ad01bc6b1bf051297f1b
real_markets-003-03-provider-divergence::advanced::en,real_markets-003-03-provider-divergence,real_markets,provider_divergence,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,4c4e0258a75207a37e65c50dbebc17d108b45d57656ea438b00b728be467ec78
real_markets-003-03-provider-divergence::advanced::de,real_markets-003-03-provider-divergence,real_markets,provider_divergence,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,cdf15e3eed86e3145ec8f7f8ddc3eadbb6528304c2a382c361c3a7ae3279df6a
real_markets-004-04-symbol-mapping::basic::pl,real_markets-004-04-symbol-mapping,real_markets,symbol_mapping,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,493f2feb5aeffe2b1caff8a3e7f0a2f5b6cd0f060981f48789990eb35629d8d4
real_markets-004-04-symbol-mapping::basic::en,real_markets-004-04-symbol-mapping,real_markets,symbol_mapping,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,b0919e60c668cf5ce3847681156a25f927da731247b6d46b41c3e14fc8688e0e
real_markets-004-04-symbol-mapping::basic::de,real_markets-004-04-symbol-mapping,real_markets,symbol_mapping,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,9d1149fbacd2c594f23b8d49d29322f8825929f1abbdf9ff3e05497620e386f1
real_markets-004-04-symbol-mapping::pro::pl,real_markets-004-04-symbol-mapping,real_markets,symbol_mapping,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,ad02021862025652f5361e2495e3602e50081a56706833fcccbba17e7d91275c
real_markets-004-04-symbol-mapping::pro::en,real_markets-004-04-symbol-mapping,real_markets,symbol_mapping,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,f8d6fb367427206bf10f72e47338b71c1789d0246c3686ab2c2bf77e7dd01098
real_markets-004-04-symbol-mapping::pro::de,real_markets-004-04-symbol-mapping,real_markets,symbol_mapping,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,4b5ec8d9ea7337e69cb6fa3db9644f306c9405565d0e15b45a2e1d8da6894bea
real_markets-004-04-symbol-mapping::advanced::pl,real_markets-004-04-symbol-mapping,real_markets,symbol_mapping,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,b085272c7bc14c66853247db4ccaf92ed07d9c76940eb2bd81cb6b59ddd1b576
real_markets-004-04-symbol-mapping::advanced::en,real_markets-004-04-symbol-mapping,real_markets,symbol_mapping,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,7ca25c00ee404bd163bb60b34f218b11077f60fb73e84abf7897393cea7dccb8
real_markets-004-04-symbol-mapping::advanced::de,real_markets-004-04-symbol-mapping,real_markets,symbol_mapping,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,c4dba438650ff92203447f1bc7e99fcb7c5aeff1d452d59d5cbf14a093bbdf23
real_markets-005-05-currency-translation::basic::pl,real_markets-005-05-currency-translation,real_markets,currency_translation,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,f8c6787c1a545d80985652a1c438c15f2bc1e9fb4572ffd2211cf545ff00de19
real_markets-005-05-currency-translation::basic::en,real_markets-005-05-currency-translation,real_markets,currency_translation,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,3752d2f5f168fedd952efef97c1b6047217509555107c246555aa9b835e07fa7
real_markets-005-05-currency-translation::basic::de,real_markets-005-05-currency-translation,real_markets,currency_translation,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,498979277f0f554141d937aebb47db3c5dbbd5cb6054249d6d0b5caaa9879a60
real_markets-005-05-currency-translation::pro::pl,real_markets-005-05-currency-translation,real_markets,currency_translation,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,b5c67dd947e5c672d326a8887205dcb70e1b6acb9dd888e09c6c5dfd59a2d8b9
real_markets-005-05-currency-translation::pro::en,real_markets-005-05-currency-translation,real_markets,currency_translation,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,d34d50d8d201599c3cc667f60fd27f638c81866179e1aba6116e5e18e447c1d7
real_markets-005-05-currency-translation::pro::de,real_markets-005-05-currency-translation,real_markets,currency_translation,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,20fb4021193ce7a4b235c5d99a440778c55a6b8d8d3a871d1fa361b537c94125
real_markets-005-05-currency-translation::advanced::pl,real_markets-005-05-currency-translation,real_markets,currency_translation,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,b58d7e05bc48231695435d7a8423caf75ff7d5fe7e781358f6e379c85ce5a3e3
real_markets-005-05-currency-translation::advanced::en,real_markets-005-05-currency-translation,real_markets,currency_translation,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,10ea7034713cc80f6b024ea9933b58c2d9858b563ededb13f3ef206eaca1b967
real_markets-005-05-currency-translation::advanced::de,real_markets-005-05-currency-translation,real_markets,currency_translation,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,e7dc249331b85f61e472ca59b8b7523e81a20802f1c716d1d670c4ec3788abc0
real_markets-006-06-after-hours-gap::basic::pl,real_markets-006-06-after-hours-gap,real_markets,after_hours_gap,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,c1be409fc3f9ac523d93993e1f7160f6506035914a316ecec9d16aaa5ff379a6
real_markets-006-06-after-hours-gap::basic::en,real_markets-006-06-after-hours-gap,real_markets,after_hours_gap,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,b1713b96422eea526692c7ab8109fdc785adeffcaf5c1c0257d48f7a152af2b4
real_markets-006-06-after-hours-gap::basic::de,real_markets-006-06-after-hours-gap,real_markets,after_hours_gap,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,88180ad5d7c4062ad4b971af4f5546f172c8f65c7241d1991bda355ea2f2442b
real_markets-006-06-after-hours-gap::pro::pl,real_markets-006-06-after-hours-gap,real_markets,after_hours_gap,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,955cf61be292abbe2dbdf2291c46f717e2a8a8166363b65d686f9add2711202c
real_markets-006-06-after-hours-gap::pro::en,real_markets-006-06-after-hours-gap,real_markets,after_hours_gap,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,0d46014f7e1518fc61383940c2a42af6be9a4c1cbf18becbd29e39a14b53a7f1
real_markets-006-06-after-hours-gap::pro::de,real_markets-006-06-after-hours-gap,real_markets,after_hours_gap,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,c252c383a039b94725171b2cd26feb7e088088ceb5bed8f3cf966465328c0f2b
real_markets-006-06-after-hours-gap::advanced::pl,real_markets-006-06-after-hours-gap,real_markets,after_hours_gap,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,993c4065abbedcfdb96837c87e3e5a4265d8e723b820ab3f188f30fe40d0144d
real_markets-006-06-after-hours-gap::advanced::en,real_markets-006-06-after-hours-gap,real_markets,after_hours_gap,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,9167ebf0512bfc8e103cb2df786610c4d41ac4512502bf4cdbec7440b64daaa0
real_markets-006-06-after-hours-gap::advanced::de,real_markets-006-06-after-hours-gap,real_markets,after_hours_gap,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,60d30b767ee853e469465934e38ca9309b4f1b43130f85f2ceea2cfbda157f12
real_markets-007-07-regulatory-event::basic::pl,real_markets-007-07-regulatory-event,real_markets,regulatory_event,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,4b5ee45b13d0f91a28558cec44b86d137f6e912f2aa1c7d94eeb15b501f48907
real_markets-007-07-regulatory-event::basic::en,real_markets-007-07-regulatory-event,real_markets,regulatory_event,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,f6f19864ae54e39331c468854249e55b4e8abca176303fb5b9ba5d993b00f35b
real_markets-007-07-regulatory-event::basic::de,real_markets-007-07-regulatory-event,real_markets,regulatory_event,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,3f2be6241d9698b0e9861b39cfe8ef9dbeed0ae08d47d588c2a5edb11a897096
real_markets-007-07-regulatory-event::pro::pl,real_markets-007-07-regulatory-event,real_markets,regulatory_event,pro,pl,bounded_analysis,True,False,2,NOT_EXECUTED,6bb68d09ec462006a69f9ca985cc34c8c35d6987db180df5f57da9bdab059ee8
real_markets-007-07-regulatory-event::pro::en,real_markets-007-07-regulatory-event,real_markets,regulatory_event,pro,en,bounded_analysis,True,False,2,NOT_EXECUTED,da2ce0bd35bc63fb582b20622cbea31fc50260a4e23aaa95eb28cd3ff337cbf7
real_markets-007-07-regulatory-event::pro::de,real_markets-007-07-regulatory-event,real_markets,regulatory_event,pro,de,bounded_analysis,True,False,2,NOT_EXECUTED,00c6fd63f2ea95304d2230536d4727be645ec8132e1e84fa740973a022d0636a
real_markets-007-07-regulatory-event::advanced::pl,real_markets-007-07-regulatory-event,real_markets,regulatory_event,advanced,pl,bounded_analysis,True,False,2,NOT_EXECUTED,6a5e8f04d91fd85b218770dbcd56da8b0863012f44c6659e2e0c9bf9aeff918f
real_markets-007-07-regulatory-event::advanced::en,real_markets-007-07-regulatory-event,real_markets,regulatory_event,advanced,en,bounded_analysis,True,False,2,NOT_EXECUTED,23928ee37e76872c95062dab1878c2dc944249463ade9f1416492b3655b84079
real_markets-007-07-regulatory-event::advanced::de,real_markets-007-07-regulatory-event,real_markets,regulatory_event,advanced,de,bounded_analysis,True,False,2,NOT_EXECUTED,50502656a06372d34200f64b30aab289b3a0b304e16a6ff3eceed82f5d5e6843
real_markets-008-08-segment-disclosure::basic::pl,real_markets-008-08-segment-disclosure,real_markets,segment_disclosure,basic,pl,bounded_analysis,False,False,1,NOT_EXECUTED,9b3175f985b5301e175925014876a7c18cffa78eee233ac5cecb7111e7dde396
real_markets-008-08-segment-disclosure::basic::en,real_markets-008-08-segment-disclosure,real_markets,segment_disclosure,basic,en,bounded_analysis,False,False,1,NOT_EXECUTED,a5d0f34baf2d8fb21b704996c5b631e512b4efc3a29317e7dd21334209d693fd
real_markets-008-08-segment-disclosure::basic::de,real_markets-008-08-segment-disclosure,real_markets,segment_disclosure,basic,de,bounded_analysis,False,False,1,NOT_EXECUTED,fa78235e14ec0ba80e1180ae1c101f123d68987027256b6fcaac1d13a10932b7
