category,query,name,depth,status,latencyMs,error,responseBytes,requestedSurface,sourceMode,resolvedSymbol,resolvedName,assetClass,score,customerVerdict,analysisDataStatus,resultConfidence,dataQuality,resultSourceCount,resultLimitations,kernelSurface,kernelDepth,kernelStatus,kernelConfidence,kernelConfidenceCap,kernelSourceCount,kernelSourceFamilies,kernelEvidenceCount,kernelFindingsCount,kernelMissingCount,kernelNextActionsCount,aiMode,aiSurface,aiDepth,aiVerdict,aiConfidence,aiFindingsCount,aiMissingDataCount,customerNarrative,aiOutputHash,aiProviderError,aiDiagnosticSourceCount,aiSignalCount,publicSourceCount,publicProviderCount,publicFactsWithValue,publicMissingFacts,accessMode,paidRequired,qualityOutputStatus,qualityPaidVerified,releaseAllowed,rawPath,searchStatus,searchResultId,searchSymbol,searchSourceCount,searchMissingCount,jsonStatus,pdfStatus,jsonError,commercialDataStatus,commercialSellReady,reportTitle,reportSymbol,tierLabel,reportSourceCount,reportMissingCount,declaredPageCount,binaryPageCount,pdfBytes,pdfHash,reportHash,pdfPath,symbol,address,reviewLevel,responseMode,customerDataStatus,customerRiskScore,customerConfidence,providerCoverage,releaseReadiness,commercialCheckoutAllowed,commercialProSellReady,commercialAdvancedSellReady,commercialTopBlocker,entitlementOk,assessmentVerdict,assessmentConfidenceCap,assessmentMissingCount,canonicalHash
audit,,Lido DAO,pro,422,2611,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/ldo-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,ldo,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,pro_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,fc92c4590a1fb7547dfe5dd7ba84b391f24fb5e13b0d161d377b9b0603839767
audit,,Chainlink,advanced,422,2613,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/link-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,link,0x514910771AF9Ca656af840dff83E8264EcF986CA,advanced_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,92378805c186566107d44c4b328df19c0c23ea7c16563cd0f791c3913a2c5d55
audit,,Chainlink,basic,200,2640,,9175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/link-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,link,0x514910771AF9Ca656af840dff83E8264EcF986CA,basic_review,customer_compact,insufficient_data,,0,0/7 live-or-partial lanes,90,True,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,needs_evidence,54,2,b578b84b95b0aa5be24ec9bea8cef003910ffb9883054d3d336573fc8985b601
audit,,Chainlink,pro,422,2613,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/link-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,link,0x514910771AF9Ca656af840dff83E8264EcF986CA,pro_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,fc92c4590a1fb7547dfe5dd7ba84b391f24fb5e13b0d161d377b9b0603839767
audit,,Maker,advanced,422,2613,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/mkr-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,mkr,0x9f8F72aA9304c8B593d555F12ef6589cC3A579A2,advanced_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,92378805c186566107d44c4b328df19c0c23ea7c16563cd0f791c3913a2c5d55
audit,,Maker,basic,200,2645,,9155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/mkr-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,mkr,0x9f8F72aA9304c8B593d555F12ef6589cC3A579A2,basic_review,customer_compact,insufficient_data,,0,0/7 live-or-partial lanes,90,True,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,needs_evidence,54,2,b578b84b95b0aa5be24ec9bea8cef003910ffb9883054d3d336573fc8985b601
audit,,Maker,pro,422,2613,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/mkr-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,mkr,0x9f8F72aA9304c8B593d555F12ef6589cC3A579A2,pro_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,fc92c4590a1fb7547dfe5dd7ba84b391f24fb5e13b0d161d377b9b0603839767
audit,,Shiba Inu,advanced,422,2614,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/shib-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,shib,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,advanced_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,3c56faeb08c625222a83047cc9d80143bf71aacbf82b0a7e51dca9ed2af87aad
audit,,Shiba Inu,basic,200,2634,,9175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/shib-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,shib,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,basic_review,customer_compact,insufficient_data,,0,0/7 live-or-partial lanes,90,True,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,needs_evidence,54,2,b578b84b95b0aa5be24ec9bea8cef003910ffb9883054d3d336573fc8985b601
audit,,Shiba Inu,pro,422,2668,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/shib-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,shib,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,pro_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,e10415dea3405ffcd2810a5ee20a46685948c6c4451f6b6f8c5f993f49169f67
audit,,Uniswap,advanced,422,2618,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/uni-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,uni,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,advanced_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,3c56faeb08c625222a83047cc9d80143bf71aacbf82b0a7e51dca9ed2af87aad
audit,,Uniswap,basic,200,2628,,9165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/uni-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,uni,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,basic_review,customer_compact,insufficient_data,,0,0/7 live-or-partial lanes,90,True,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,needs_evidence,54,2,b578b84b95b0aa5be24ec9bea8cef003910ffb9883054d3d336573fc8985b601
audit,,Uniswap,pro,422,2678,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/uni-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,uni,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,pro_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,e10415dea3405ffcd2810a5ee20a46685948c6c4451f6b6f8c5f993f49169f67
